"Index","Status","Attempts","Seconds","Question","Answer"
"764","error","5","32,54","Can I claim the warranty for a tablet after two years?","Response status code does not indicate success: 401 (Unauthorized)."
"765","error","5","34,05","My a backpack stopped working after 8 months, is it covered?","Response status code does not indicate success: 401 (Unauthorized)."
"766","error","5","33,59","Do you ship a microwave internationally?","Response status code does not indicate success: 401 (Unauthorized)."
"767","error","5","33,74","Is a monitor still under warranty after two weeks?","Response status code does not indicate success: 401 (Unauthorized)."
"768","error","5","33,36","Can I claim the warranty for a laptop after 8 months?","Response status code does not indicate success: 401 (Unauthorized)."
"769","error","5","33,04","Can I pay for a jacket with cryptocurrency?","Response status code does not indicate success: 401 (Unauthorized)."
"770","error","5","32,99","My a jacket arrived but I changed my mind, can I send it back?","Response status code does not indicate success: 401 (Unauthorized)."
"771","error","5","33,31","I bought a jacket 6 months ago, can I still return it?","Response status code does not indicate success: 401 (Unauthorized)."
"772","error","5","33,08","I want to exchange a monitor for a different size, how does that work?","Response status code does not indicate success: 401 (Unauthorized)."
"773","error","5","32,63","I bought a laptop 8 months ago, can I still return it?","Response status code does not indicate success: 401 (Unauthorized)."
"774","error","5","33,17","Is running shoes still under warranty after two years?","Response status code does not indicate success: 401 (Unauthorized)."
"775","error","5","33,56","Can I claim the warranty for a jacket after 3 days?","Response status code does not indicate success: 401 (Unauthorized)."
"776","error","5","33,18","What warranty does a smartwatch come with?","Response status code does not indicate success: 401 (Unauthorized)."
"777","error","5","33,4","I bought a monitor 25 months ago, can I still return it?","Response status code does not indicate success: 401 (Unauthorized)."
"778","error","5","33,19","My sunglasses stopped working after 25 months, is it covered?","Response status code does not indicate success: 401 (Unauthorized)."
"779","error","5","33,6","Is a smartwatch still under warranty after a week?","Response status code does not indicate success: 401 (Unauthorized)."
"780","error","5","33,11","My a smartwatch stopped working after 6 months, is it covered?","Response status code does not indicate success: 401 (Unauthorized)."
"781","error","5","33,97","My a tablet stopped working after a year, is it covered?","Response status code does not indicate success: 401 (Unauthorized)."
"782","error","5","34,61","I bought a camera 45 days ago, can I still return it?","Response status code does not indicate success: 401 (Unauthorized)."
"783","error","5","33,57","Is a tablet still under warranty after a year?","Response status code does not indicate success: 401 (Unauthorized)."
